# mesh name: boxMesh_1
# primitive scorer name: nOfStepGamma
# iX, iY, iZ, total(value) , total(val^2), entry
30,8,1,98,354,37
30,8,2,62,304,21
30,8,3,11,31,5
30,8,4,2,4,1
30,8,5,0,0,0
30,8,6,0,0,0
30,8,7,0,0,0
30,8,8,0,0,0
30,8,9,0,0,0
30,8,10,0,0,0
30,8,11,0,0,0
30,8,12,0,0,0
30,8,13,0,0,0
30,8,14,0,0,0
30,8,15,0,0,0
30,8,16,0,0,0
30,8,17,0,0,0
30,8,18,0,0,0
30,8,19,0,0,0
30,9,0,1,1,1
30,9,1,9,27,4
30,9,2,4,8,2
30,9,3,2,4,1
30,9,4,0,0,0
30,9,5,0,0,0
30,9,6,0,0,0
30,9,7,0,0,0
30,9,8,0,0,0
30,9,9,0,0,0
30,9,10,0,0,0
30,9,11,0,0,0
30,9,12,0,0,0
30,9,13,0,0,0
30,9,14,0,0,0
30,9,15,0,0,0
30,9,16,0,0,0
30,9,17,0,0,0
30,9,18,0,0,0
30,9,19,0,0,0
30,10,0,0,0,0
30,10,1,0,0,0
30,10,2,0,0,0
30,10,3,0,0,0
30,10,4,0,0,0
30,10,5,0,0,0
30,10,6,0,0,0
30,10,7,0,0,0
30,10,8,0,0,0
30,10,9,0,0,0
30,10,10,0,0,0
30,10,11,0,0,0
30,10,12,0,0,0
30,10,13,0,0,0
30,10,14,0,0,0
30,10,15,0,0,0
30,10,16,0,0,0
30,10,17,0,0,0
30,10,18,0,0,0
30,10,19,0,0,0
30,11,0,0,0,0
30,11,1,0,0,0
30,11,2,0,0,0
30,11,3,0,0,0
30,11,4,0,0,0
30,11,5,0,0,0
30,11,6,0,0,0
30,11,7,0,0,0
30,11,8,0,0,0
30,11,9,0,0,0
30,11,10,0,0,0
30,11,11,0,0,0
30,11,12,0,0,0
30,11,13,0,0,0
30,11,14,0,0,0
30,11,15,0,0,0
30,11,16,0,0,0
30,11,17,0,0,0
30,11,18,0,0,0
30,11,19,0,0,0
31,0,0,5,25,1
31,0,1,2,4,1
31,0,2,0,0,0
31,0,3,0,0,0
31,0,4,0,0,0
31,0,5,0,0,0
31,0,6,0,0,0
31,0,7,0,0,0
31,0,8,0,0,0
31,0,9,0,0,0
31,0,10,0,0,0
31,0,11,0,0,0
31,0,12,0,0,0
31,0,13,0,0,0
31,0,14,0,0,0
31,0,15,0,0,0
31,0,16,0,0,0
31,0,17,0,0,0
31,0,18,0,0,0
31,0,19,0,0,0
31,1,0,181,32761,1
31,1,1,96,9216,1
31,1,2,9,81,1
31,1,3,8,64,1
31,1,4,1,1,1
31,1,5,0,0,0
31,1,6,0,0,0
31,1,7,0,0,0
31,1,8,0,0,0
31,1,9,0,0,0
31,1,10,0,0,0
31,1,11,0,0,0
31,1,12,0,0,0
31,1,13,0,0,0
31,1,14,0,0,0
31,1,15,0,0,0
31,1,16,0,0,0
31,1,17,0,0,0
31,1,18,0,0,0
31,1,19,0,0,0
31,2,0,36,1296,1
31,2,1,27,331,5
31,2,2,2,4,1
31,2,3,2,4,1
31,2,4,0,0,0
31,2,5,0,0,0
31,2,6,0,0,0
31,2,7,0,0,0
31,2,8,0,0,0
31,2,9,0,0,0
31,2,10,0,0,0
31,2,11,0,0,0
31,2,12,0,0,0
31,2,13,0,0,0
31,2,14,0,0,0
31,2,15,0,0,0
31,2,16,0,0,0
31,2,17,0,0,0
31,2,18,0,0,0
31,2,19,0,0,0
31,3,0,38,132,14
31,3,1,35,141,13
31,3,2,16,38,7
31,3,3,8,30,3
31,3,4,1,1,1
31,3,5,5,25,1
31,3,6,4,16,1
31,3,7,0,0,0
31,3,8,0,0,0
31,3,9,0,0,0
31,3,10,0,0,0
31,3,11,0,0,0
31,3,12,0,0,0
31,3,13,0,0,0
31,3,14,0,0,0
31,3,15,0,0,0
31,3,16,0,0,0
31,3,17,0,0,0
31,3,18,0,0,0
31,3,19,0,0,0
31,4,0,367,1469,130
31,4,1,396,1656,134
31,4,2,121,425,49
31,4,3,48,218,16
31,4,4,11,37,4
31,4,5,2,4,1
31,4,6,0,0,0
31,4,7,0,0,0
31,4,8,0,0,0
31,4,9,0,0,0
31,4,10,0,0,0
31,4,11,0,0,0
31,4,12,0,0,0
31,4,13,0,0,0
31,4,14,0,0,0
31,4,15,0,0,0
31,4,16,0,0,0
31,4,17,0,0,0
31,4,18,0,0,0
31,4,19,0,0,0
31,5,0,2172,18666,615
31,5,1,2232,12228,656
31,5,2,656,2814,232
31,5,3,86,300,35
31,5,4,16,56,6
31,5,5,0,0,0
31,5,6,0,0,0
31,5,7,0,0,0
31,5,8,0,0,0
31,5,9,0,0,0
31,5,10,0,0,0
31,5,11,0,0,0
31,5,12,0,0,0
31,5,13,0,0,0
31,5,14,0,0,0
31,5,15,0,0,0
31,5,16,0,0,0
31,5,17,0,0,0
31,5,18,0,0,0
31,5,19,0,0,0
31,6,0,2876,684848,577
31,6,1,2330,18998,606
31,6,2,730,3278,252
31,6,3,113,435,42
31,6,4,20,90,7
31,6,5,4,16,1
31,6,6,0,0,0
31,6,7,0,0,0
31,6,8,0,0,0
31,6,9,0,0,0
31,6,10,0,0,0
31,6,11,0,0,0
31,6,12,0,0,0
31,6,13,0,0,0
31,6,14,0,0,0
31,6,15,0,0,0
31,6,16,0,0,0
31,6,17,0,0,0
31,6,18,0,0,0
31,6,19,0,0,0
31,7,0,326,1262,119
31,7,1,371,1497,128
31,7,2,191,749,66
31,7,3,43,197,14
31,7,4,12,90,2
31,7,5,0,0,0
31,7,6,0,0,0
31,7,7,0,0,0
31,7,8,0,0,0
31,7,9,0,0,0
31,7,10,0,0,0
31,7,11,0,0,0
31,7,12,0,0,0
31,7,13,0,0,0
31,7,14,0,0,0
31,7,15,0,0,0
31,7,16,0,0,0
31,7,17,0,0,0
31,7,18,0,0,0
31,7,19,0,0,0
31,8,0,21,67,11
31,8,1,30,106,10
31,8,2,18,68,6
31,8,3,23,255,4
31,8,4,0,0,0
31,8,5,0,0,0
31,8,6,0,0,0
31,8,7,0,0,0
31,8,8,0,0,0
31,8,9,0,0,0
31,8,10,0,0,0
31,8,11,0,0,0
31,8,12,0,0,0
31,8,13,0,0,0
31,8,14,0,0,0
31,8,15,0,0,0
31,8,16,0,0,0
31,8,17,0,0,0
31,8,18,0,0,0
31,8,19,0,0,0
31,9,0,1,1,1
31,9,1,3,9,1
31,9,2,0,0,0
31,9,3,0,0,0
31,9,4,0,0,0
31,9,5,0,0,0
31,9,6,0,0,0
31,9,7,0,0,0
31,9,8,0,0,0
31,9,9,0,0,0
31,9,10,0,0,0
31,9,11,0,0,0
31,9,12,0,0,0
31,9,13,0,0,0
31,9,14,0,0,0
31,9,15,0,0,0
31,9,16,0,0,0
31,9,17,0,0,0
31,9,18,0,0,0
31,9,19,0,0,0
31,10,0,0,0,0
31,10,1,0,0,0
31,10,2,0,0,0
31,10,3,0,0,0
31,10,4,0,0,0
31,10,5,0,0,0
31,10,6,0,0,0
31,10,7,0,0,0
31,10,8,0,0,0
31,10,9,0,0,0
31,10,10,0,0,0
31,10,11,0,0,0
31,10,12,0,0,0
31,10,13,0,0,0
31,10,14,0,0,0
31,10,15,0,0,0
31,10,16,0,0,0
31,10,17,0,0,0
31,10,18,0,0,0
31,10,19,0,0,0
31,11,0,0,0,0
31,11,1,0,0,0
31,11,2,0,0,0
31,11,3,0,0,0
31,11,4,0,0,0
31,11,5,0,0,0
31,11,6,0,0,0
31,11,7,0,0,0
31,11,8,0,0,0
31,11,9,0,0,0
31,11,10,0,0,0
31,11,11,0,0,0
31,11,12,0,0,0
31,11,13,0,0,0
31,11,14,0,0,0
31,11,15,0,0,0
31,11,16,0,0,0
31,11,17,0,0,0
31,11,18,0,0,0
31,11,19,0,0,0
32,0,0,0,0,0
32,0,1,3,9,1
32,0,2,0,0,0
32,0,3,0,0,0
32,0,4,0,0,0
32,0,5,0,0,0
32,0,6,0,0,0
32,0,7,0,0,0
32,0,8,0,0,0
32,0,9,0,0,0
32,0,10,0,0,0
32,0,11,0,0,0
32,0,12,0,0,0
32,0,13,0,0,0
32,0,14,0,0,0
32,0,15,0,0,0
32,0,16,0,0,0
32,0,17,0,0,0
32,0,18,0,0,0
32,0,19,0,0,0
32,1,0,557,310249,1
32,1,1,103,10609,1
32,1,2,0,0,0
32,1,3,0,0,0
32,1,4,0,0,0
32,1,5,0,0,0
32,1,6,0,0,0
32,1,7,0,0,0
32,1,8,0,0,0
32,1,9,0,0,0
32,1,10,0,0,0
32,1,11,0,0,0
32,1,12,0,0,0
32,1,13,0,0,0
32,1,14,0,0,0
32,1,15,0,0,0
32,1,16,0,0,0
32,1,17,0,0,0
32,1,18,0,0,0
32,1,19,0,0,0
32,2,0,42,1764,1
32,2,1,42,1322,3
32,2,2,10,52,2
32,2,3,0,0,0
32,2,4,0,0,0
32,2,5,0,0,0
32,2,6,0,0,0
32,2,7,0,0,0
32,2,8,0,0,0
32,2,9,0,0,0
32,2,10,0,0,0
32,2,11,0,0,0
32,2,12,0,0,0
32,2,13,0,0,0
32,2,14,0,0,0
32,2,15,0,0,0
32,2,16,0,0,0
32,2,17,0,0,0
32,2,18,0,0,0
32,2,19,0,0,0
32,3,0,11,45,3
32,3,1,6,36,1
32,3,2,5,25,1
32,3,3,4,16,1
32,3,4,0,0,0
32,3,5,0,0,0
32,3,6,0,0,0
32,3,7,0,0,0
32,3,8,0,0,0
32,3,9,0,0,0
32,3,10,0,0,0
32,3,11,0,0,0
32,3,12,0,0,0
32,3,13,0,0,0
32,3,14,0,0,0
32,3,15,0,0,0
32,3,16,0,0,0
32,3,17,0,0,0
32,3,18,0,0,0
32,3,19,0,0,0
32,4,0,40,250,12
32,4,1,16,42,8
32,4,2,17,59,6
32,4,3,3,5,2
32,4,4,0,0,0
32,4,5,0,0,0
32,4,6,0,0,0
32,4,7,0,0,0
32,4,8,0,0,0
32,4,9,0,0,0
32,4,10,0,0,0
32,4,11,0,0,0
32,4,12,0,0,0
32,4,13,0,0,0
32,4,14,0,0,0
32,4,15,0,0,0
32,4,16,1,1,1
32,4,17,0,0,0
32,4,18,0,0,0
32,4,19,0,0,0
32,5,0,80,336,27
32,5,1,95,387,35
32,5,2,36,276,8
32,5,3,0,0,0
32,5,4,0,0,0
32,5,5,0,0,0
32,5,6,0,0,0
32,5,7,0,0,0
32,5,8,0,0,0
32,5,9,0,0,0
32,5,10,0,0,0
32,5,11,0,0,0
32,5,12,0,0,0
32,5,13,0,0,0
32,5,14,0,0,0
32,5,15,0,0,0
32,5,16,0,0,0
32,5,17,0,0,0
32,5,18,0,0,0
32,5,19,0,0,0
32,6,0,250,24164,33
32,6,1,127,1429,32
32,6,2,68,386,15
32,6,3,16,54,6
32,6,4,0,0,0
32,6,5,0,0,0
32,6,6,0,0,0
32,6,7,0,0,0
32,6,8,0,0,0
32,6,9,0,0,0
32,6,10,0,0,0
32,6,11,0,0,0
32,6,12,0,0,0
32,6,13,0,0,0
32,6,14,0,0,0
32,6,15,0,0,0
32,6,16,0,0,0
32,6,17,0,0,0
32,6,18,0,0,0
32,6,19,0,0,0
32,7,0,712,453080,14
32,7,1,193,27297,15
32,7,2,21,119,5
32,7,3,1,1,1
32,7,4,0,0,0
32,7,5,0,0,0
32,7,6,0,0,0
32,7,7,0,0,0
32,7,8,0,0,0
32,7,9,0,0,0
32,7,10,0,0,0
32,7,11,0,0,0
32,7,12,0,0,0
32,7,13,0,0,0
32,7,14,0,0,0
32,7,15,0,0,0
32,7,16,0,0,0
32,7,17,0,0,0
32,7,18,0,0,0
32,7,19,0,0,0
32,8,0,14,98,2
32,8,1,7,21,3
32,8,2,2,4,1
32,8,3,0,0,0
32,8,4,0,0,0
32,8,5,0,0,0
32,8,6,0,0,0
32,8,7,0,0,0
32,8,8,0,0,0
32,8,9,0,0,0
32,8,10,0,0,0
32,8,11,0,0,0
32,8,12,0,0,0
32,8,13,0,0,0
32,8,14,0,0,0
32,8,15,0,0,0
32,8,16,0,0,0
32,8,17,0,0,0
32,8,18,0,0,0
32,8,19,0,0,0
32,9,0,0,0,0
32,9,1,0,0,0
32,9,2,0,0,0
32,9,3,0,0,0
32,9,4,0,0,0
32,9,5,0,0,0
32,9,6,0,0,0
32,9,7,0,0,0
32,9,8,0,0,0
32,9,9,0,0,0
32,9,10,0,0,0
32,9,11,0,0,0
32,9,12,0,0,0
32,9,13,0,0,0
32,9,14,0,0,0
32,9,15,0,0,0
32,9,16,0,0,0
32,9,17,0,0,0
32,9,18,0,0,0
32,9,19,0,0,0
32,10,0,0,0,0
32,10,1,0,0,0
32,10,2,0,0,0
32,10,3,0,0,0
32,10,4,0,0,0
32,10,5,0,0,0
32,10,6,0,0,0
32,10,7,0,0,0
32,10,8,0,0,0
32,10,9,0,0,0
32,10,10,0,0,0
32,10,11,0,0,0
32,10,12,0,0,0
32,10,13,0,0,0
32,10,14,0,0,0
32,10,15,0,0,0
32,10,16,0,0,0
32,10,17,0,0,0
32,10,18,0,0,0
32,10,19,0,0,0
32,11,0,0,0,0
32,11,1,0,0,0
32,11,2,0,0,0
32,11,3,0,0,0
32,11,4,0,0,0
32,11,5,0,0,0
32,11,6,0,0,0
32,11,7,0,0,0
32,11,8,0,0,0
32,11,9,0,0,0
32,11,10,0,0,0
32,11,11,0,0,0
32,11,12,0,0,0
32,11,13,0,0,0
32,11,14,0,0,0
32,11,15,0,0,0
32,11,16,0,0,0
32,11,17,0,0,0
32,11,18,0,0,0
32,11,19,1,1,1
33,0,0,2,4,1
33,0,1,5,25,1
33,0,2,3,9,1
33,0,3,0,0,0
33,0,4,0,0,0
33,0,5,0,0,0
33,0,6,0,0,0
33,0,7,0,0,0
33,0,8,0,0,0
33,0,9,0,0,0
33,0,10,0,0,0
33,0,11,0,0,0
33,0,12,0,0,0
33,0,13,0,0,0
33,0,14,0,0,0
33,0,15,0,0,0
33,0,16,0,0,0
33,0,17,0,0,0
33,0,18,0,0,0
33,0,19,0,0,0
33,1,0,35,1225,1
33,1,1,27,585,2
33,1,2,9,81,1
33,1,3,4,16,1
33,1,4,0,0,0
33,1,5,0,0,0
33,1,6,0,0,0
33,1,7,0,0,0
33,1,8,0,0,0
33,1,9,0,0,0
33,1,10,0,0,0
33,1,11,0,0,0
33,1,12,0,0,0
33,1,13,0,0,0
33,1,14,0,0,0
33,1,15,0,0,0
33,1,16,0,0,0
33,1,17,0,0,0
33,1,18,0,0,0
33,1,19,0,0,0
33,2,0,30,900,1
33,2,1,14,116,2
33,2,2,1,1,1
33,2,3,0,0,0
33,2,4,0,0,0
33,2,5,0,0,0
33,2,6,0,0,0
33,2,7,0,0,0
33,2,8,0,0,0
33,2,9,0,0,0
33,2,10,0,0,0
33,2,11,0,0,0
33,2,12,0,0,0
33,2,13,0,0,0
33,2,14,0,0,0
33,2,15,0,0,0
33,2,16,0,0,0
33,2,17,0,0,0
33,2,18,0,0,0
33,2,19,0,0,0
33,3,0,0,0,0
33,3,1,0,0,0
33,3,2,0,0,0
33,3,3,1,1,1
33,3,4,1,1,1
33,3,5,0,0,0
33,3,6,0,0,0
33,3,7,0,0,0
33,3,8,0,0,0
33,3,9,0,0,0
33,3,10,0,0,0
33,3,11,0,0,0
33,3,12,0,0,0
33,3,13,0,0,0
33,3,14,0,0,0
33,3,15,0,0,0
33,3,16,0,0,0
33,3,17,0,0,0
33,3,18,0,0,0
33,3,19,0,0,0
33,4,0,10,52,2
33,4,1,2,4,1
33,4,2,4,16,1
33,4,3,0,0,0
33,4,4,0,0,0
33,4,5,0,0,0
33,4,6,0,0,0
33,4,7,0,0,0
33,4,8,0,0,0
33,4,9,0,0,0
33,4,10,0,0,0
33,4,11,0,0,0
33,4,12,0,0,0
33,4,13,0,0,0
33,4,14,0,0,0
33,4,15,0,0,0
33,4,16,0,0,0
33,4,17,0,0,0
33,4,18,0,0,0
33,4,19,0,0,0
33,5,0,5,25,1
33,5,1,11,49,3
33,5,2,0,0,0
33,5,3,0,0,0
33,5,4,0,0,0
33,5,5,0,0,0
33,5,6,0,0,0
33,5,7,0,0,0
33,5,8,0,0,0
33,5,9,0,0,0
33,5,10,0,0,0
33,5,11,0,0,0
33,5,12,0,0,0
33,5,13,0,0,0
33,5,14,0,0,0
33,5,15,0,0,0
33,5,16,0,0,0
33,5,17,0,0,0
33,5,18,0,0,0
33,5,19,0,0,0
33,6,0,16,110,3
33,6,1,3,5,2
33,6,2,4,10,2
33,6,3,6,26,2
33,6,4,0,0,0
33,6,5,0,0,0
33,6,6,0,0,0
33,6,7,0,0,0
33,6,8,0,0,0
33,6,9,0,0,0
33,6,10,0,0,0
33,6,11,0,0,0
33,6,12,0,0,0
33,6,13,0,0,0
33,6,14,0,0,0
33,6,15,0,0,0
33,6,16,0,0,0
33,6,17,0,0,0
33,6,18,0,0,0
33,6,19,0,0,0
33,7,0,6,36,1
33,7,1,5,17,2
33,7,2,0,0,0
33,7,3,0,0,0
33,7,4,0,0,0
33,7,5,0,0,0
33,7,6,0,0,0
33,7,7,0,0,0
33,7,8,0,0,0
33,7,9,0,0,0
33,7,10,0,0,0
33,7,11,0,0,0
33,7,12,0,0,0
33,7,13,0,0,0
33,7,14,0,0,0
33,7,15,0,0,0
33,7,16,0,0,0
33,7,17,0,0,0
33,7,18,0,0,0
33,7,19,0,0,0
33,8,0,5,25,1
33,8,1,1,1,1
33,8,2,8,32,2
33,8,3,0,0,0
33,8,4,0,0,0
33,8,5,0,0,0
33,8,6,0,0,0
33,8,7,0,0,0
33,8,8,0,0,0
33,8,9,0,0,0
33,8,10,0,0,0
33,8,11,0,0,0
33,8,12,0,0,0
33,8,13,0,0,0
33,8,14,0,0,0
33,8,15,0,0,0
33,8,16,0,0,0
33,8,17,0,0,0
33,8,18,0,0,0
33,8,19,0,0,0
33,9,0,0,0,0
33,9,1,3,9,1
33,9,2,0,0,0
33,9,3,0,0,0
33,9,4,0,0,0
33,9,5,0,0,0
33,9,6,0,0,0
33,9,7,0,0,0
33,9,8,0,0,0
33,9,9,0,0,0
33,9,10,0,0,0
33,9,11,0,0,0
33,9,12,0,0,0
33,9,13,0,0,0
33,9,14,0,0,0
33,9,15,0,0,0
33,9,16,0,0,0
33,9,17,0,0,0
33,9,18,0,0,0
33,9,19,0,0,0
33,10,0,0,0,0
33,10,1,0,0,0
33,10,2,0,0,0
33,10,3,0,0,0
33,10,4,0,0,0
33,10,5,0,0,0
33,10,6,0,0,0
33,10,7,0,0,0
33,10,8,0,0,0
33,10,9,0,0,0
33,10,10,0,0,0
33,10,11,0,0,0
33,10,12,0,0,0
33,10,13,0,0,0
33,10,14,0,0,0
33,10,15,0,0,0
33,10,16,0,0,0
33,10,17,0,0,0
33,10,18,0,0,0
33,10,19,0,0,0
33,11,0,0,0,0
33,11,1,0,0,0
33,11,2,0,0,0
33,11,3,0,0,0
33,11,4,0,0,0
33,11,5,0,0,0
33,11,6,0,0,0
33,11,7,0,0,0
33,11,8,0,0,0
33,11,9,0,0,0
33,11,10,0,0,0
33,11,11,0,0,0
33,11,12,0,0,0
33,11,13,0,0,0
33,11,14,0,0,0
33,11,15,0,0,0
33,11,16,0,0,0
33,11,17,0,0,0
33,11,18,0,0,0
33,11,19,0,0,0
34,0,0,1,1,1
34,0,1,7,49,1
34,0,2,0,0,0
34,0,3,0,0,0
34,0,4,0,0,0
34,0,5,0,0,0
34,0,6,0,0,0
34,0,7,0,0,0
34,0,8,0,0,0
34,0,9,0,0,0
34,0,10,0,0,0
34,0,11,0,0,0
34,0,12,0,0,0
34,0,13,0,0,0
34,0,14,0,0,0
34,0,15,0,0,0
34,0,16,0,0,0
34,0,17,0,0,0
34,0,18,0,0,0
34,0,19,0,0,0
34,1,0,552,304704,1
34,1,1,176,30976,1
34,1,2,20,400,1
34,1,3,4,16,1
34,1,4,0,0,0
34,1,5,0,0,0
34,1,6,0,0,0
34,1,7,0,0,0
34,1,8,0,0,0
34,1,9,0,0,0
34,1,10,0,0,0
34,1,11,0,0,0
34,1,12,0,0,0
34,1,13,0,0,0
34,1,14,0,0,0
34,1,15,0,0,0
34,1,16,0,0,0
34,1,17,0,0,0
34,1,18,0,0,0
34,1,19,0,0,0
34,2,0,240,57600,1
34,2,1,88,7744,1
34,2,2,2,4,1
34,2,3,4,16,1
34,2,4,0,0,0
34,2,5,0,0,0
34,2,6,0,0,0
34,2,7,0,0,0
34,2,8,0,0,0
34,2,9,0,0,0
34,2,10,0,0,0
34,2,11,0,0,0
34,2,12,0,0,0
34,2,13,0,0,0
34,2,14,0,0,0
34,2,15,0,0,0
34,2,16,0,0,0
34,2,17,0,0,0
34,2,18,0,0,0
34,2,19,0,0,0
34,3,0,0,0,0
34,3,1,0,0,0
34,3,2,0,0,0
34,3,3,0,0,0
34,3,4,0,0,0
34,3,5,0,0,0
34,3,6,0,0,0
34,3,7,0,0,0
34,3,8,0,0,0
34,3,9,0,0,0
34,3,10,0,0,0
34,3,11,0,0,0
34,3,12,0,0,0
34,3,13,0,0,0
34,3,14,0,0,0
34,3,15,0,0,0
34,3,16,0,0,0
34,3,17,0,0,0
34,3,18,0,0,0
34,3,19,0,0,0
34,4,0,0,0,0
34,4,1,0,0,0
34,4,2,0,0,0
34,4,3,0,0,0
34,4,4,0,0,0
34,4,5,0,0,0
34,4,6,0,0,0
34,4,7,0,0,0
34,4,8,0,0,0
34,4,9,0,0,0
34,4,10,0,0,0
34,4,11,0,0,0
34,4,12,0,0,0
34,4,13,0,0,0
34,4,14,0,0,0
34,4,15,0,0,0
34,4,16,0,0,0
34,4,17,0,0,0
34,4,18,0,0,0
34,4,19,0,0,0
34,5,0,0,0,0
34,5,1,0,0,0
34,5,2,0,0,0
34,5,3,0,0,0
34,5,4,0,0,0
34,5,5,0,0,0
34,5,6,0,0,0
34,5,7,0,0,0
34,5,8,0,0,0
34,5,9,0,0,0
34,5,10,0,0,0
34,5,11,0,0,0
34,5,12,0,0,0
34,5,13,0,0,0
34,5,14,0,0,0
34,5,15,0,0,0
34,5,16,0,0,0
34,5,17,0,0,0
34,5,18,0,0,0
34,5,19,0,0,0
34,6,0,0,0,0
34,6,1,0,0,0
34,6,2,0,0,0
34,6,3,3,9,1
34,6,4,0,0,0
34,6,5,0,0,0
34,6,6,0,0,0
34,6,7,0,0,0
34,6,8,0,0,0
34,6,9,0,0,0
34,6,10,0,0,0
34,6,11,0,0,0
34,6,12,0,0,0
34,6,13,0,0,0
34,6,14,0,0,0
34,6,15,0,0,0
34,6,16,0,0,0
34,6,17,0,0,0
34,6,18,0,0,0
34,6,19,0,0,0
34,7,0,0,0,0
34,7,1,3,9,1
34,7,2,0,0,0
34,7,3,0,0,0
34,7,4,0,0,0
34,7,5,0,0,0
34,7,6,0,0,0
34,7,7,0,0,0
34,7,8,0,0,0
34,7,9,0,0,0
34,7,10,0,0,0
34,7,11,0,0,0
34,7,12,0,0,0
34,7,13,0,0,0
34,7,14,0,0,0
34,7,15,0,0,0
34,7,16,0,0,0
34,7,17,0,0,0
34,7,18,0,0,0
34,7,19,0,0,0
34,8,0,0,0,0
34,8,1,0,0,0
34,8,2,0,0,0
34,8,3,0,0,0
34,8,4,0,0,0
34,8,5,0,0,0
34,8,6,0,0,0
34,8,7,0,0,0
34,8,8,0,0,0
34,8,9,0,0,0
34,8,10,0,0,0
34,8,11,0,0,0
34,8,12,0,0,0
34,8,13,0,0,0
34,8,14,0,0,0
34,8,15,0,0,0
34,8,16,0,0,0
34,8,17,0,0,0
34,8,18,0,0,0
34,8,19,0,0,0
34,9,0,0,0,0
34,9,1,0,0,0
34,9,2,0,0,0
34,9,3,0,0,0
34,9,4,0,0,0
34,9,5,0,0,0
34,9,6,0,0,0
34,9,7,0,0,0
34,9,8,0,0,0
34,9,9,0,0,0
34,9,10,0,0,0
34,9,11,0,0,0
34,9,12,0,0,0
34,9,13,0,0,0
34,9,14,0,0,0
34,9,15,0,0,0
34,9,16,0,0,0
34,9,17,0,0,0
34,9,18,0,0,0
34,9,19,0,0,0
34,10,0,0,0,0
34,10,1,0,0,0
34,10,2,6,36,1
34,10,3,0,0,0
34,10,4,0,0,0
34,10,5,0,0,0
34,10,6,0,0,0
34,10,7,0,0,0
34,10,8,0,0,0
34,10,9,0,0,0
34,10,10,0,0,0
34,10,11,0,0,0
34,10,12,0,0,0
34,10,13,0,0,0
34,10,14,0,0,0
34,10,15,0,0,0
34,10,16,0,0,0
34,10,17,0,0,0
34,10,18,0,0,0
34,10,19,0,0,0
34,11,0,0,0,0
34,11,1,0,0,0
34,11,2,0,0,0
34,11,3,0,0,0
34,11,4,0,0,0
34,11,5,0,0,0
34,11,6,0,0,0
34,11,7,0,0,0
34,11,8,0,0,0
34,11,9,0,0,0
34,11,10,0,0,0
34,11,11,0,0,0
34,11,12,0,0,0
34,11,13,0,0,0
34,11,14,0,0,0
34,11,15,0,0,0
34,11,16,0,0,0
34,11,17,0,0,0
34,11,18,0,0,0
34,11,19,0,0,0
35,0,0,0,0,0
35,0,1,0,0,0
35,0,2,0,0,0
35,0,3,0,0,0
35,0,4,0,0,0
35,0,5,0,0,0
35,0,6,0,0,0
35,0,7,0,0,0
35,0,8,0,0,0
35,0,9,0,0,0
35,0,10,0,0,0
35,0,11,0,0,0
35,0,12,0,0,0
35,0,13,0,0,0
35,0,14,0,0,0
35,0,15,0,0,0
35,0,16,0,0,0
35,0,17,0,0,0
35,0,18,0,0,0
35,0,19,0,0,0
35,1,0,0,0,0
35,1,1,2,4,1
35,1,2,2,4,1
35,1,3,0,0,0
35,1,4,0,0,0
35,1,5,0,0,0
35,1,6,0,0,0
35,1,7,0,0,0
35,1,8,0,0,0
35,1,9,0,0,0
35,1,10,0,0,0
35,1,11,0,0,0
35,1,12,0,0,0
35,1,13,0,0,0
35,1,14,0,0,0
35,1,15,0,0,0
35,1,16,0,0,0
35,1,17,0,0,0
35,1,18,0,0,0
35,1,19,0,0,0
35,2,0,0,0,0
35,2,1,0,0,0
35,2,2,0,0,0
35,2,3,0,0,0
35,2,4,0,0,0
35,2,5,0,0,0
35,2,6,0,0,0
35,2,7,0,0,0
35,2,8,0,0,0
35,2,9,0,0,0
35,2,10,0,0,0
35,2,11,0,0,0
35,2,12,0,0,0
35,2,13,0,0,0
35,2,14,0,0,0
35,2,15,0,0,0
35,2,16,0,0,0
35,2,17,0,0,0
35,2,18,0,0,0
35,2,19,0,0,0
35,3,0,0,0,0
35,3,1,0,0,0
35,3,2,0,0,0
35,3,3,0,0,0
35,3,4,0,0,0
35,3,5,0,0,0
35,3,6,0,0,0
35,3,7,0,0,0
35,3,8,0,0,0
35,3,9,0,0,0
35,3,10,0,0,0
35,3,11,0,0,0
35,3,12,0,0,0
35,3,13,0,0,0
35,3,14,0,0,0
35,3,15,0,0,0
35,3,16,0,0,0
35,3,17,0,0,0
35,3,18,0,0,0
35,3,19,0,0,0
35,4,0,0,0,0
35,4,1,0,0,0
35,4,2,0,0,0
35,4,3,0,0,0
35,4,4,0,0,0
35,4,5,0,0,0
35,4,6,0,0,0
35,4,7,0,0,0
35,4,8,0,0,0
35,4,9,0,0,0
35,4,10,0,0,0
35,4,11,0,0,0
35,4,12,0,0,0
35,4,13,0,0,0
35,4,14,0,0,0
35,4,15,0,0,0
35,4,16,0,0,0
35,4,17,0,0,0
35,4,18,0,0,0
35,4,19,0,0,0
35,5,0,0,0,0
35,5,1,0,0,0
35,5,2,0,0,0
35,5,3,0,0,0
35,5,4,0,0,0
35,5,5,0,0,0
35,5,6,0,0,0
35,5,7,0,0,0
35,5,8,0,0,0
35,5,9,0,0,0
35,5,10,0,0,0
35,5,11,0,0,0
35,5,12,0,0,0
35,5,13,0,0,0
35,5,14,0,0,0
35,5,15,0,0,0
35,5,16,0,0,0
35,5,17,0,0,0
35,5,18,0,0,0
35,5,19,0,0,0
